noun	verb
programing	program
programing	programme
programme	program
programmer	program
programmer	programme
programming	program
programming	programme
progression	progress
prohibition	prohibit
projection	project
projector	project
prolapsus	prolapse
proliferation	proliferate
prologue	prologise
prologue	prologize
prologue	prologuize
prolongation	prolong
promisee	promise
promiser	promise
promisor	promise
promoter	promote
promotion	promote
promotional material	promote
prompter	prompt
prompting	prompt
promulgation	promulgate
promulgator	promulgate
pronation	pronate
pronator	pronate
pronouncement	pronounce
pronunciation	pronounce
proof	proofread
proofreader	proof
proofreader	proofread
prop	prop up
propaganda	propagandise
propaganda	propagandize
propagation	propagate
propagator	propagate
propellant	propel
propellent	propel
propeller	propel
propellor	propel
prophecy	prophesy
prophesier	prophesy
prophet	prophesy
propitiation	propitiate
proponent	propound
proportionality	proportion
proposal	propose
proposal of marriage	propose
proposer	propose
proposition	propose
propping up	prop
propping up	prop up
propulsion	propel
proration	prorate
prorogation	prorogue
proscription	proscribe
prosecuting attorney	prosecute
prosecuting officer	prosecute
prosecution	prosecute
prosecutor	prosecute
proselyte	proselytise
proselyte	proselytize
prospector	prospect
prostitution	prostitute
prostration	prostrate
protection	protect
protective cover	protect
protective covering	protect
protector	protect
protestation	protest
protester	protest
protraction	protract
protrusion	protrude
protrusion	protuberate
protuberance	protrude
protuberance	protuberate
provider	provide
provision	provide
provisioner	provision
proviso	provide
provocation	provoke
provoker	provoke
prowler	prowl
pruner	prune
pruning	prune
pruning hook	prune
psalmist	psalm
psychoanalysis	psychoanalyse
psychoanalysis	psychoanalyze
psychoanalyst	psychoanalyse
psychoanalyst	psychoanalyze
ptyalism	ptyalise
ptyalism	ptyalize
publication	publish
publiciser	publicise
publiciser	publicize
publicist	publicise
publicist	publicize
publicizer	publicise
publicizer	publicize
publicizing	publicise
publicizing	publicize
publisher	publish
publishing	publish
publishing company	publish
publishing firm	publish
publishing house	publish
puddler	puddle
puff	puff up
puffer	puff
puffer	puff out
puffer	puff up
pufferfish	puff
pufferfish	puff out
pufferfish	puff up
puffing	puff
pull	pull in
pullback	pull away
pullback	pull back
puller	pull
pulling	pull
pulling	pull in
pullout	pull out
pullulation	pullulate
pull-up	pull up
pulsation	pulsate
pulsation	pulse
pulse	pulsate
pulse rate	pulsate
pulse rate	pulse
pulsing	pulsate
pulsing	pulse
pulverisation	pulverise
pulverisation	pulverize
pulverization	pulverise
pulverization	pulverize
pumice stone	pumice
puncher	punch
punctuation	punctuate
punctuation mark	punctuate
punishment	punish
punter	punt
punting	punt
pupa	pupate
purchaser	purchase
purchasing	purchase
purgation	purge
purging	purge
purification	purify
purifier	purify
purity	purify
purl	purl stitch
purl stitch	purl
purl stitch	purl stitch
purple	purpurate
purpleness	purple
purpleness	purpurate
purport	purpose
purpose	purport
pursual	pursue
pursuance	pursue
pursuer	pursue
pursuit	pursue
purveyance	purvey
purveyor	purvey
push	push up
push back	push back
pushchair	push
pusher	push
pushing	push
putrefaction	putrefy
putter	putt
putterer	putter
putterer	putter around
putting	putt
putting iron	putt
puzzlement	puzzle
puzzler	puzzle
pyramids of egypt	pyramid
quackery	quack
quadruple	quadruplicate
quadruplicate	quadruple
quadrupling	quadruple
quaffer	quaff
quaker	quake
qualification	qualify
qualifier	qualify
qualifying	qualify
quality	qualify
quantification	quantify
quantisation	quantise
quantisation	quantize
quantity	quantify
quantization	quantise
quantization	quantize
quarreler	quarrel
quarreller	quarrel
quarrier	quarry
quarrying	quarry
quarryman	quarry
quartering	quarter
quartern	quarter
quarters	quarter
quelling	quell
quenching	quench
querier	query
quest	quest after
quest	quest for
quester	quest
questioner	question
questioning	question
queue	queue up
quibbler	quibble
quickener	quicken
quickening	quicken
quiet	quiesce
quiet	quiet down
quiet	quieten
quilting	quilt
quintupling	quintuple
quitter	quit
quivering	quiver
quizzer	quiz
quotation	quote
quotation mark	quote
quoter	quote
race car	race
race driver	race
racer	race
rachet	rachet up
racketeering	racketeer
radiance	radiate
radiancy	radiate
radiation	radiate
radiator	radiate
radiocommunication	radio
radio detection and ranging	radiolocate
radiolocation	radiolocate
radio receiver	radio
radio set	radio
raffle	raffle off
rafter	raft
raftman	raft
raftsman	raft
raider	raid
rail	rail in
rail	rail off
railing	rail
railing	rail in
railing	rail off
railroading	railroad
railroad line	railroad
railroad track	railroad
railroad train	rail
rails	rail
rail technology	railroad
railway	railroad
railway line	railroad
railway system	railroad
rain	rain down
rainfall	rain
rainfall	rain down
rainwater	rain
rainwater	rain down
raiser	raise
raising	raise
rake-off	rake off
rallying	rally
rambler	ramble
rambler	ramble on
ramification	ramify
rampage	ramp
rancher	ranch
ranching	ranch
randomisation	randomise
randomisation	randomize
randomization	randomise
randomization	randomize
range of a function	range
ranker	rank
ranking	rank
ransacking	ransack
ransom money	ransom
ranter	rant
ranting	rant
raper	rape
rarefaction	rarefy
rasping	rasp
raster	rasterize
ratch	ratchet
ratch	ratchet down
ratchet	ratchet down
ratification	ratify
ratifier	ratify
ratiocination	ratiocinate
ratiocinator	ratiocinate
ration	ration out
rationale	ratiocinate
rationalisation	rationalise
rationalisation	rationalize
rationalization	rationalise
rationalization	rationalize
rationing	ration
rattler	rattle
rattlesnake	rattle
rattling	rattle
ravaging	ravage
ravel	ravel out
raveling	ravel
raveling	ravel out
ravelling	ravel
ravelling	ravel out
raver	rave
ravisher	ravish
ravishment	ravish
razzing	razz
reabsorption	reabsorb
reach	reach out
reaching	reach
reaching	reach out
reactant	react
reaction	react
reader	read
readiness	ready
reading	read
readjustment	read
readjustment	readapt
readjustment	readjust
readmission	readmit
readying	ready
reaffirmation	reaffirm
re-afforestation	re-afforest
realisation	realise
realisation	realize
realization	realise
realization	realize
reallocation	reallocate
reallocation	reallot
reallotment	reallocate
reallotment	reallot
reamer	ream
reaper	reap
reappearance	reappear
reapportionment	reapportion
reappraisal	reappraise
rearing	rear
rearmament	rearm
rearrangement	rearrange
reason	reason out
reasonableness	reason
reasonableness	reason out
reasoner	reason
reasoner	reason out
reasoning	reason
reassertion	reassert
reassessment	reassess
reassignment	reassign
reassurance	reassure
rebellion	rebel
rebuilding	rebuild
rebuker	rebuke
reburial	rebury
reburying	rebury
rebuttal	rebut
rebutter	rebut
recalcitrance	recalcitrate
recalcitrancy	recalcitrate
recalculation	recalculate
recantation	recant
recap	recapitulate
recapitulation	recap
recapitulation	recapitulate
receding	recede
receipt	receive
receiver	receive
receiving system	receive
reception	receipt
reception	receive
receptor	receive
recession	recede
recession	recess
recidivism	recidivate
reciprocation	reciprocate
recital	recite
recitation	recite
reckoner	reckon
reckoning	reckon
reclamation	reclaim
recliner	recline
reclining	recline
reclining chair	recline
recoding	recode
recognition	recognise
recognition	recognize
recollection	recollect
recombination	recombine
recommencement	recommence
recommendation	recommend
reconciler	reconcile
reconciliation	reconcile
reconnaissance	reconnoiter
reconnaissance	reconnoitre
reconnaissance mission	reconnoiter
reconnaissance mission	reconnoitre
reconnoitering	reconnoiter
reconnoitering	reconnoitre
reconnoitring	reconnoiter
reconnoitring	reconnoitre
reconsideration	reconsider
reconstruction	reconstruct
reconstructive memory	reconstruct
recorder	record
recording	record
recording equipment	record
recording machine	record
record-keeper	record
recounting	recount
recoverer	recover
recovery	recover
recreation	recreate
re-creation	re-create
recrudescence	recrudesce
recruiter	recruit
recruitment	recruit
rectification	rectify
rectifier	rectify
recuperation	recuperate
recurrence	recur
recusal	recuse
recusation	recuse
recycling	recycle
redaction	redact
redactor	redact
rededication	rededicate
redeemer	redeem
redefinition	redefine
redemption	redeem
redeployment	redeploy
redeposition	redeposit
redetermination	redetermine
redevelopment	redevelop
rediscovery	rediscover
redisposition	redispose
redistribution	redistribute
reducer	reduce
reducing	reduce
reducing agent	reduce
reductant	reduce
reduction	reduce
reelection	reelect
reeler	reel
reenactment	reenact
reenactor	reenact
reenforcement	reenforce
reevaluation	reevaluate
reexamination	reexamine
referee	refer
refereeing	referee
reference	refer
reference book	refer
reference work	refer
referral	refer
refilling	refill
refinement	refine
refiner	refine
refinery	refine
refining	refine
refinisher	refinish
reflation	reflate
reflection	reflect
reflector	reflect
reflexion	reflect
refocusing	refocus
reforestation	reforest
reformation	reform
reformer	reform
reformist	reform
refraction	refract
refresher	refresh
refresher course	refresh
refreshment	refresh
refreshment	refreshen
refrigerant	refrigerate
refrigeration	refrigerate
refrigerator	refrigerate
refueling	refuel
refurbishment	refurbish
refusal	refuse
refutal	refute
refutation	refute
refuter	refute
regaining	regain
regeneration	regenerate
regimentation	regiment
registrant	register
registration	register
registry	register
regression	regress
regularisation	regularise
regularisation	regularize
regularisation	regulate
regularization	regularise
regularization	regularize
regularization	regulate
regulating	regularise
regulating	regularize
regulating	regulate
regulation	regularise
regulation	regularize
regulation	regulate
regulator	regularise
regulator	regularize
regulator	regulate
regurgitation	regurgitate
rehabilitation	rehabilitate
reharmonisation	reharmonise
reharmonisation	reharmonize
reharmonization	reharmonise
reharmonization	reharmonize
rehearsal	rehearse
reification	reify
reimbursement	reimburse
reimposition	reimpose
rein	rein in
reincarnation	reincarnate
reinforcement	reinforce
reinforcer	reinforce
reinforcing stimulus	reinforce
reinstatement	reinstate
reinsurance	reinsure
reinterpretation	reinterpret
reintroduction	reintroduce
reiteration	reiterate
rejection	reject
rejoicing	rejoice
rejoinder	rejoin
rejuvenation	rejuvenate
relapsing	relapse
relation	relate
relaxant	relax
relaxation	relax
relaxer	relax
relegating	relegate
relegation	relegate
relief	relieve
relief pitcher	relieve
reliever	relieve
relinquishing	relinquish
relinquishment	relinquish
reliving	relive
relocation	relocate
remainder	remain
remaking	remake
remarriage	remarry
remediation	remediate
remediation	remedy
remedy	remediate
remembering	remember
remembrance	remember
remilitarisation	remilitarise
remilitarisation	remilitarize
remilitarization	remilitarise
remilitarization	remilitarize
reminder	remind
reminiscence	reminisce
remission	remit
remitment	remit
remittal	remit
remittance	remit
remotion	remove
removal	remove
remover	remove
remuneration	remunerate
remunerator	remunerate
rendering	render
rendition	render
renege	renege on
renege	renegue on
renewal	renew
renouncement	renounce
renovation	renovate
renovator	renovate
rental	rent
renter	rent
renting	rent
reordering	reorder
reorganisation	reorganise
reorganisation	reorganize
reorganization	reorganise
reorganization	reorganize
reorientation	reorient
reorientation	reorientate
repairer	repair
reparation	repair
repatriation	repatriate
repayment	repay
repeater	repeat
repeating	repeat
repellant	repel
repellent	repel
repentance	repent
repercussion	repercuss
repetition	repeat
rephrasing	rephrase
replacement	replace
replacement	replenish
replacing	replace
replenishment	replenish
repletion	replete
replica	replicate
replication	replicate
reportage	report
reporter	report
reporting	report
repositing	reposit
reposition	reposit
repositioning	reposition
repossession	repossess
reprehension	reprehend
reprehension	reprimand
reprehension	reproof
reprehension	reprove
representation	represent
representative	represent
repression	repress
reprimand	reprehend
reprimand	reproof
reprimand	reprove
reprinting	reprint
reproacher	reprimand
reproacher	reproach
reproacher	reproof
reproacher	reprove
reprobation	reprobate
reproduction	reproduce
reproof	reprehend
reproof	reprimand
reproof	reprove
reproval	reprehend
reproval	reprimand
reproval	reproof
reproval	reprove
reprover	reprimand
reprover	reproach
reprover	reproof
reprover	reprove
republication	republish
republishing	republish
repudiation	repudiate
repugnance	repugn
repulsion	repulse
reputation	repute
requirement	require
requisite	require
requisition	require
requisition form	requisition
requital	requite
